product_name,review,review_date,score,user
Sony DSCW800/B 20.1 MP Digital Camera (Black),"if i could give this camera 0 or negative stars, i would..,DO NOT BUY!!!!!!!!!,it doesn't adjust to low lighting well, the pictures came out blurry, it took a while for it to capture an image, so you can imagine how difficult it was to try to take good pictures of our infant twins.. we are returning it and looking for something better.,it is also EXTREMELY lightweight, to the point of feeling cheesy.. the screen is extremely small to begin with, just an overall awful camera.","May 17, 2018",1.0 out of 5 stars,Christine Rosson
"Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)",I LOVE this product! The remote monitor itself is so small that when I’m walking around the house cleaning I can easily stick it in my pocket. It’s very easy to use and the picture is great!,"August 30, 2018",5.0 out of 5 stars,Garners
"Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)","My child is 3 1/2 and we have owned a baby monitor since she was born.  We have gone through 2 monitors so far and this one, is our 3rd.  In comparison, this monitor far surpasses the others we have owned.  Pros: 1) It's compact which I like a lot.  You don't have to carry a clunky object around the house. 2) The screen doesn't come on unless you want it to!  You can black out the screen but still hear your little one.  3) The picture quality is great.  With the others we have owned, if it was just getting dark outside, the screen would be black and fuzzy and you couldn't see anything.  4) This monitor doesn't have a physical/tangible antenna so there are no worries about breaking it off.,The only con I have found with the monitor is that you can't move the camera remotely.  You must manually move it.  However, our child mostly sleeps in the same spot in the bed every night, so this isn't a biggie for us.","February 26, 2019",5.0 out of 5 stars,AA
"Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)","Love this! My old-school monitor died last week and I knew I wanted to upgrade to a video monitor. I wanted one that is simple to use but the quality was good enough to allow me to check in on my 2year old when I hear those tell-tell bumps in the night.,One of my favorite things I didn’t even know I wanted was the temperature gauge. I love it! The baby’s room tends to run colder than the rest of the house but I never know by how much! Now I do!,Love love love this!","August 26, 2018",5.0 out of 5 stars,s guthrie
"Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)","I always told myself we didn't need a video monitor. Our living space isn't that big so it seemed unnecessary.,I. Was. Wrong.,I have so much piece of mind knowing that if I'm in the kitchen doing dishes and I can look and keep tabs on my baby and my toddler while they nap. It's an affordable option that has eased some of my anxieties which alone is priceless.","January 5, 2019",5.0 out of 5 stars,peachicees
"Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)",All honestly I wasn’t hoping for very much when I got this. But this surprised me! It does everything I wanted to do and more. The picture quality it awesome and the night vision is way better then I expected. I have already highly recommend this to my sister who is expecting in a few months.,"September 22, 2018",5.0 out of 5 stars,Bonnie
"Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)",So far so good. I bought this after having bought a different monitor that had very poor range. This one hasn’t had any problems and keeps its signal everywhere in my house. The display is good and I love that the zoom feature allows for panning so I can see her face when I zoom. Easy to use. Good battery life. Only issue I’ve had is sometimes the screen will randomly go super bright then dim and then bright. Minor issue and doesn’t really affect anything though. I’m pleased with this purchase so far. I’ve had it about a month.,"September 3, 2018",4.0 out of 5 stars,Kelli Parker
"Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)",I have been exceptionally pleased with this video camera. I used to have a Motorola but it didn’t last even a year. The battery life on this is amazing and the picture quality is way better than our previous one. The image is so clear and I feel that I can safely see my babies. I also like how mobile it is. We can take it to friends house with no problem and the camera can angle in many directions. Highly recommend.,"December 13, 2018",5.0 out of 5 stars,Aiviloparml
"Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)","So i wanted the best of everything when it came to having a new baby. I just wanted to make sure he will be taken care of and comfortable in the best way possible. I started looking at various cameras and this was a really hard decision. I quickly noticed thought that there wasn't much difference between them. This one had the same exact features as the one that cost $180 so i thought i would give it a try. Boy was i impressed! Great picture, and i love that it gives the temperature. Not a lot of cameras out there do that. I have only been using it a couple weeks but so far i love it, and so glad i didn't buy the higher dollar one.","November 29, 2018",5.0 out of 5 stars,Kayla A.
"Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)","The picture quality on this monitor is great however, the range is horrible. Today is my first day using this for my newborn and the camera is constantly refocusing, beeping, and losing the connection. I am only about 15-20 ft (if that) from my son’s bedroom and the camera has no connection. Going to be returning.","January 5, 2019",1.0 out of 5 stars,Daisha
"Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)","I purchased this baby monitor for travel, so we don't have to take down our dual monitors (for twins) when heading to the grandparents' houses. This is just what we were looking for.  We had no issues with picture, range or battery life. I did take a star off because it doesn't work very well when wall mounted. If you want to wall mount the camera (we take down a picture and mount it on the existing nail, very easy) the camera won't rotate enough to see the room -- it's still mostly pointed down. We remedied this by folding up a plastic back and tucking it between the base and the wall. It added just enough height to raise the camera to see the room. Do wish there was a better wall-mounting option. But -- I doubt this is much of an issue unless you are trying to see two cribs at once. :) A good little camera!","January 17, 2019",4.0 out of 5 stars,Liz
"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","SHORT SUMMARY,===============,The X-T30 is, in my opinion, the best all-purpose camera under $1000 right now. The X-T30’s still image quality, video quality, ease of use, and good portability all add up to a winning combination. The only major negative about this camera is the lack of in-body image stabilization (IBIS), which is a sacrifice needed for both cost and weight savings. Arguably the Sony A6400, which is the closest direct competitor, has slightly better autofocus and a more versatile front-facing flip screen, but if you like some of the Fuji-distinctive professional features like manual control dials, film simulation modes, and clean output of 10-bit 4:2:2 over HDMI, you can stop looking right now and just buy the X-T30.,Is the X-T30 good enough to tempt you from your current system of lenses to the Fuji ecosystem? I made this exact decision almost two years ago. Getting the X-T20 in late 2017 and using it for a few months led me to sell my 2 Canon bodies, 2 flashes, and 6 lenses because I realized Canon would never give me un-cropped 4K video at a great price. Now, the X-T30 is a vastly superior camera to my beloved X-T20, so you might be next into the Fuji fold!,BACKGROUND,===============,I owned the X-T20 for a year before trading up to the X-T3, so this X-T30 is my third Fuji and I’ll use it as a second body for me and as a shared camera for my 14-year-old (I need a B cam for video and he needs a smaller camera to fit his hands, so we'll both use it at different times). All these purchases give me insight into a big chunk of the Fuji lineup, so I’ll compare it to both the X-T20 and the X-T3 so that current Fuji owners or prospective  Fuji owners can know where this new model sits in the ecosystem. I still use Canon bodies and the Panasonic GH5 extensively at work for video, so I’ll compare it to those systems as well.,FEATURES I LOVE,==================,Here are the major standouts of the X-T30 that make it exceptional for the sub-$1000 price bracket:,▶ 4K VIDEO with oversampling instead of binning or skipping, something that’s computationally difficult to do on a larger sensor like the 26MP APS-C found here; the X-T30 has the same quad-core processor as its bigger brother, the X-T3, so it can easily handle video tasks. The fast processor also makes the overall interface feel snappy and consistently quick (no lag).,▶ The X-T30 yields beautiful, low-noise 26-MP STILL IMAGES from the X-Trans APS-C sensor.  APS-C is quite a bit bigger than the Micro 4/3 sensors in this size and price range. This is the same sensor size as the entire X-mount lineup, and some sites claim that the detailed studio low-light noise tests show slightly worse on this model than its 24-MP predecessors, but in the real world I have found that the performance is superb. When paired with one of Fuji’s well-built X-mount lenses, the still images will hold up well to any DSLR under 30MP (and the video looks as good as any 4K camera PERIOD, matching units costing 3x-5x as much!). Check out the various demos online of the video quality, especially if you can download the original file and not rely on overly-compressed uploads like the ones you'll see here or on a video sharing site.,▶ Convenient HANDLING and extreme PORTABILITY: you can buy this camera and a Fuji pancake lens for portability that rivals a large smartphone (albeit too thick for most pockets), but with manual controls readily available at your fingertips that bring back the joy of photography. This carries over well from the X-T20 that I owned before and that brought back the fun I had lost after owning a succession of five different Canon DSLRs during the previous 12 years. The most obvious change is that the X-T30 eliminates the discrete selector buttons on the back in favor of a 4-way joystick, and in general I think this is an upgrade. The much-discussed Q-button placement that's now directly under your right thumb takes some getting used to, but you may end up buying one of the grips or hand straps that allows you to fully customize the ergonomics, so this is always a very subjective discussion anyway. Ultimately I prefer the X-T3 with a battery grip because my hands are pretty big, but the X-T30 feels plenty secure when I use a hand strap to attach it to my right wrist.,▶ Super fast, accurate, predictive AUTOFOCUSING in stills and videos (even beating the X-T3 until the T3 gets an update). I'm not a sports photographer, but I do have kids that dart around, so the X-T30 is a big improvement over the X-T20 and I'm eagerly awaiting the new firmware for the X-T3.,▶ Absurdly fast CONTINUOUS STILL SHOOTING, up to 30 FPS or 20 FPS with no crop; the buffer will fill up ridiculously fast, but it’s nice to know this is available, especially if you have a fast SD card that can drain the image buffer quickly. The image buffer is on the small side; don't plan on using the 20 FPS mode for more than a second!,▶ Unrivaled PORTS and HDMI OUTPUT for a camera of this size: thankfully Fuji has embraced USB-C for charging, and the X-T30 adds the ability to use USB-C headphones as well so that you can have a microphone (via 2.5mm adapter) and monitor the playback on the USB-C port. Usually, this combo is only found on much bigger/pricier cameras and it makes the X-T30 a serious contender for a real video production camera (as long as you can work around the 10-min limit for 4K recording to the card). You can bypass the time limit via HDMI where you can output clean 4:2:2 10-bit footage (with or without the subdued color F-log setting) that makes this camera on par with professional Hollywood rigs for post-processing and color tweaking. Most of the time you'll want clips shorter than 10 minutes anyway! By pro standards, a $900 body is disposable, so to get this level of color science and bitrate at this price would have been unthinkable even 3 years ago, especially for internal recording on an SD card. The Panasonic GH5 really changed the landscape when it launched 2 years ago, and the X-T3/X-T30 have continued that trend at even lower price points (with larger sensors that do better still images).,FEATURES THAT I DISLIKE OR ARE JUST MISSING,========================================,▶ Where is the flippy screen!?!? The size and weight of this camera would be perfect for blogging, but you can’t see yourself because the screen only tilts and never flips up to face the front. Canon and Panasonic have this figured out and maybe they have strong patents or another way to scare off poor Fuji. The autofocus on the X-T30 is great at holding your face, fortunately, but it’s still unnerving to not see anything when the camera is pointed toward you. My cheap workaround is to use my phone (strapped to a Gorillapod leg) as a Wi-Fi live view, but there's a small delay and it's hard to tell focus accuracy.,▶ Only one card slot. I’m being picky because no other camera in the segment has two cards, but I dearly love that feature of the X-T3.,▶ 2.5mm mic jack. Why, oh why? I get that this non-standard small mic port doubles as a remote release, but Fuji please just throw an IR port shutter release on the front and call it a day. Every video person has to buy an adapter to get good sound from their external mic! Maybe include a nice adapter in the box?,▶ No battery grip option. Even my old/cheap Rebel cameras had support for a battery grip, and this X-T30 is even smaller than those, so big hands may be really frustrated with the X-T30. Fortunately, my unit is always on a Gorillapod for stills or on a gimbal or tripod for video, so it’s not a big deal for me. It's a great size for my 14-year-old.,▶ Battery life is barely adequate for Fuji-brand batteries and terrible for other brands. Especially for video, you have to buy the fancy, expensive Fuji batteries because the knock-offs don’t hold up. The “S” on the 126S battery denotes some sort of better heat dissipation for 4K video, but none of the aftermarket makers have gotten the message on how to do this. Fuji even gives you a dire message when you’re using a knock-off, so consider yourself warned.,X-T30 VS . . . .,==============,Vs. the Fuji X-T20 (previous model),▶ A small upgrade compared to my trusty little X-T20. If you only shoot STILLS, you'll enjoy the new autofocus joystick and enhanced algorithm, but it's probably not worth the money for only 2 extra megapixels. The image quality isn't that much better and may actually be slightly worse in extreme low-light conditions (pixel peeping in the lab/studio).,▶ For VIDEO, the new autofocus on the X-T30 makes a bigger difference. Video autofocus is actually fully usable now. Also in the video realm, the image quality at 4K is oversampled thanks to the quad-core processor, so you should notice a difference in fine details and noise because the X-T20 used line skipping to get 4K from the entire sensor width.,▶ Headphone monitoring via a USB-C adapter. If you're using the X-T30 for video, you can now monitor the audio levels with headphones directly in the camera and check that your external microphone is working well.,Vs. the Fuji X-T3 (bigger brother/sister),▶ The X-T30 is very comparable in terms of image quality and video quality, so the additional $500 for the X-T3 is all about ERGONOMICS, size, and usability. The biggest exception is 4K at 60 FPS; if you need that, buy the X-T3.,▶ They've reserved pro-level features, like the battery grip option, PC (studio flash) port, and larger viewfinder for people MAKING A LIVING from their daily camera use.,▶ If you've got bigger hands, need more ports, want the best video rates (60 fps and 400 Mbps internally), prefer the larger viewfinder, or generally need the best Fuji has to offer in the small sensor space, get the X-T3.,▶ If you need the smaller ergonomics and want to spend the $500 difference on a NICE LENS, you won't sacrifice that much by choosing the X-T30.,▶ There's not nearly as much difference between the T30 and the T3 as there was between the T20 and the T2. It's a great day to be shopping for a sub-$1000 Fujifilm camera!,Vs. the Sony A6400,▶ The Sony A6400 has the same sensor size and is priced head-to-head with the Fujifilm X-T30. The choice will come down more to your preference for which manufacturer and system of lenses you want to commit to than the actual camera body. Sony, thankfully, now has a wide array of bodies in this size and price range, which was their differentiator until they disrupted the full-frame scene with their mirrorless strategy.,▶ I had this exact choice, Sony vs. Fuji, when I went to Fuji two years ago. I actually sold a Sony Handycam and Canon EOS DSLR (and a bunch of lenses) to buy into the Fuji X-mount system of bodies and lenses. I chose Fuji because:,▶ Sony's menu system on the mirrorless cameras confuses me. I've used Canon and Nikon extensively in the past and now use Fuji and Panasonic regularly, but Sony seemed to be way worse in my eyes. This is subjective, but it's a constant thing I didn't want to deal with. Ergonomics count, especially when you get used to Fuji's excellent dial system--wow!,▶ Fuji has made an all-in commitment to APS-C, the sensor size that's smaller than 35mm full-frame but also quite a bit larger than micro-4/3 (MFT). I went with the APS-C sensor size when I purchased my first Canon digital Rebel in 2005 and I was pleased with Sigma's lens choices (some meant for APS-C, some for full frame). I didn't feel stymied at all enjoying the good balance between weight and grip size. Sigma does have many lenses for Sony, but Sony's native APS-C lenses have a lot of feature and focal-length gaps. Fuji just doesn't make a bad lens in the XF space, and there aren't really any major gaps, which is a good thing since there aren't many (any?) autofocus third-party lenses for the X-mount. Pro-tip--Sigma can convert existing lens mounts for a price, so you may be able to pay for permanent conversion or buy an adapter if you end up going from Canon to Sony or Nikon to Sony and want to bring your non-Sony lenses. That wasn't an option for me, so I sold everything and bought Fuji gear.,▶ At the time, I was giving up Sony's better AF tracking, which has improved even further in this latest A6400 (borrowed mostly from more expensive Sony full-frame models). Fortunately, the X-T30 also has upgraded AF, so I think the Sony and Fuji options are now fairly equal, especially since you can get nice, fast Fuji XF prime lenses in either f/1.4 or f/2.0 flavors. The f/2.0 series especially won't break the bank and are super lightweight, well-made and SMALL.,▶ I am seriously wishing the X-T30 had the Sony's front-flippable screen for vlogging. Canon, Panasonic, and Sony have all figured out ways to do this. What's holding back Fuji?? The A6400 has a flip-up screen, but it's a little hard to use if you mount a shotgun microphone on top of the camera. You'll need a little bracket from Smallrig that moves the cold shoe mount over to the right side, thus exposing the screen to front viewers.,Vs. Micro 4/3 (MFT),Wow, I'm categorizing a ton of great camera from Olympus, Panasonic, etc. into this one bucket. But, if you're really starting out fresh with your next choice of a camera body (and locking yourself into a system of lenses), use this as a jumping off point for your research.,▶ For STILL images, the X-T30's larger sensor and higher pixel count will produce much cleaner, lower-noise images. It's as much better than MFT as the full-frame cameras (like the Nikon D850 that's over three grand) are better than the X-T30. The difference is that the X-T30 costs about the same, or often significantly less than, the MFT equivalents. The weird part is that even without third-party lenses, the native Fuji lenses are often similarly priced or cheaper than the MFT lens for an equal focal length. I very nearly purchased a G-series Panasonic MFT camera before going with Fuji, and lens selection was very heavy in my decision.,▶ For VIDEO, Panasonic is really hard to beat. Their GH5 / GH5S duo is just stunning. With in-body stabilization in the GH5 and a 4K-centric chip in the GH5S, these rugged little guys are amazing. I use the GH5 at work (and the GH3 and GH4 before that) and it's so cool to have pro-level features in a small, cheap body. I really love the auto-focus pull automation and the excellent stabilization on the GH5, both of which are best-in-class. Ultimately I chose the Fuji series because of the still image quality, and now with this latest generation in the X-T30 and X-T3 that support high-bitrate internal recording and F-log, I'm not really giving up much in the video space (other than IBIS). I wish Fuji would have waveforms built in, but for the extra cost of a GH5 over the X-T30, I can buy an Atomos 5"" screen that has all that, or upgrade to the recording version and record 10-bit 4:2:2 over HDMI with HLG. Wow, that's a lot of technobabble, but the price/value ratio of the X-T30 gives you a TON of options for lenses and other pro-level accessories that you would still need to purchase with the GH5.,Vs. Canon and Nikon,Neither big C nor N are willing to be serious about the mirrorless APS-C sensor size, especially when it comes to video features and native lenses.,▶ Canon's M series is OK for stills but still a joke for video quality and pro-features. You do get their excellent dual-pixel autofocus, but Fuji has mostly caught up in that arena and surpassed Canon in everything else related to video features.,▶ I can't even say that I miss the beautiful flash system that I enjoyed with Canon because the cheap-o Godox TTL flashes I bought for Fuji seem to produce the same results that I got with my expensive EX600 speedlites, at 1/4 the price.,▶ The only saving grace for C & N in APS-C is the availability of Sigma lenses, like the excellent Sigma 18-35 f/1.8 that I owned for a few years. I would have abandoned Canon's APS-C system and gone full-frame long ago (or just to a cell phone) if it hadn't been for these Sigma DC HSM lenses that filled-in critical gaps. I'm very glad that Canon is making such amazing full-frame lenses for their new R body (and Nikon for Z), but it still doesn't help when you want a small body with a 6-oz f/2 lens like my X-T30 and 35mm f/2.0. You have to invest $1100 in a new iPhone to get anywhere near this ratio of quality to portability, and the X-T30 is available at launch with this 35mm lens for just $999.,I've attached 8 photos of the X-T30 by itself, and next to my X-T3. I hope you enjoyed reading this review! Please check out my profile and see the other reviews I've written as well.","March 26, 2019",5.0 out of 5 stars,Steve M.
"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","I'm really happy with this camera. I upgraded from the Fujifilm X-A5. It's very lightweight, which is what I was looking for. I can't stand when a camera is super heavy. This one is the perfect weight. I can tell already it will be great for traveling.","March 27, 2019",5.0 out of 5 stars,emily gale
"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","I sold all of my Canon gear recently and went with this great Fujifilm camera. With the kit lens, it focuses with incredible speed and accuracy. The stabilization on the lens is great for video work as well. There are so many things that are great about this camera but I can't list them all.,One of my favorite capabilities of this camera is the ability to use vintage manual focus lenses. With the focus peaking feature you are able to confidently nail your focus. This feature has really brought back the fun in photography for me and exploring the wealth of affordable lenses.,If you have larger hands I would suggest an external grip, I went with the Meike MK-XT20G and it fits perfectly.,I was not sure if I should go with the X-T3 or the X-T30 and other than the larger grip area I have not been left wanting any of the features on the X-T3 so far.","May 20, 2019",5.0 out of 5 stars,Jonathan L.
"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","The ""Fuji X T30"" This is my 2nd Fuji product, have many Nikon's, and Sony's.,I like this medium sized body, easy to carry around,If you compare body to body with Sony medium body camera they are very close in features, but the kit lens that comes with Sony is not Zeiss, its sold by Sony, not sure who makes it. The Fuji kit lens 18-55 is an outstanding lens, this does make the package more expensive, but worth it - I think!,I have also always liked the colors that Fuji seems to be able to produce, In my opinion, superior to Sony.,A wise man once said the ""The best camera is the one you have with you"".,Now a days there are many cameras in this class that are all excellent, so far I like this one.","May 10, 2019",5.0 out of 5 stars,Dave
"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","Great for the casual shooter or as a backup / broll camera! I purchased this camera to compliment my Fuji X-T3.  It's definitely small in the hands and doesn't have all the dials of the X-T3, BUT the image quality is just as good!! Probably one of the best compact cameras in the market for the price.","May 1, 2019",5.0 out of 5 stars,Eric Guajardo
"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","Sold my Canon Rebel T3i and Canon lenses and bought the Fuji X-T30.,Image quality:  no complaints! Focus accuracy, dynamic range, sharpness, low light performance, and noise reduction are all noticeably better.,Body and handling: I’m happy with the size and build quality, and I think it’s a good compromise between size and handling for my mediumish hands and preference to travel light.  It’s nice to have a body and lenses that fit the sensor size and I find that I bring the camera along for family outings, travel, etc more than I did before. The lenses are perfectly suited to the system, and are pleasantly clicky and smooth. They are small, metal, and lovely.  I was surprised though—I do miss DSLR controls on the camera body.  All reviews indicated that the dials made for an engaging experience, but I find that I actually need to disengage the camera to tweak the settings, whereas a DSLR allows you to modify settings with one hand without pulling your eye from the viewfinder. The Q button is a bit of a pain—-I often accidentally bring up the Q menu. The menu/ok button is also a pain—-I sometimes mean to bring up the menu but click ok. The joystick is great.,Autofocus: great, but not perfect. It’s faster than I’m used to, the full frame coverage is impressive, and it works in relatively dim light. It is not 100% intuitive and has a bit of a learning curve, however. And while it is faster than what I’ve used before, it remains a hair slower than my kids.","June 12, 2019",5.0 out of 5 stars,L
"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","My first ""real"" camera in a while. The image quality in both photos and videos is excellent and the camera is easy to handle. No rolling shutter in video, which makes a world of difference from other cameras in this price range and means you can actually shoot really beautiful video with it.,Overall I really love this camera, especially in combination with some of the nice prime lenses available for it. There's room for improvement, but I wouldn't want to trade it for anything else with the same form factor.,Instead of rehashing other reviews for this camera, I'll focus on a things I found noteworthy that I didn't find mentioned anywhere else, and only learned about from using the camera.,• No JPEG+RAW in Auto mode.,The camera can shoot in JPEG+RAW mode, which is my preferred choice. I will use the JPEGs to transfer to my iPhone wirelessly to quickly share a photo but keep the RAWs around for archival purposes. The Auto mode is a must-have feature to let anyone unfamiliar with the camera successfully take a picture with the camera. Sadly, you can't capture in JPEG+RAW in Auto mode. This is probably where you'll need RAW the most, because white balance and exposure will just be the camera's best guesses, and not what you chose carefully when shooting pictures yourself.,• Autofocus noise through built-in mic.,If you stick with the 18-55mm kit lens you won't have this problem because it has a very quiet focus mechanism. I bought the 23mm 1:1.4R and 35mm 1:1.4R lenses, and both have fairly loud autofocus mechanisms. Even when you use these lenses with manual focus, you're actually not controlling the assembly directly, it still uses the motors to focus. With either of these lenses, the internal mic is unusable because it will pic up constant focus whirring, which has ruined quite a few videos for me. The ST-1 external mic still pics up autofocus noise but less loudly, so you'll have to be creative and isolate the mic from the body physically and move it further away from the lens than the included mount does.,• Mobile app is poor.,The ability to wirelessly transfer photos from the camera to my smartphone was a key feature for me. It works most of the time, but the remote app is fairly poor. It's hard to understand and can take several tries and jumping through hoops to make it connect properly to the camera. The multi-select interface is finicky; if you don't have perfect aim for the checkmark, you are taken to a detail view with just the one photo, this is slow and when you go back, it is scrolled back to the top. After selecting a few photos and hitting transfer, sometimes it will tell you there is not enough room on your phone for the photos, and you need to start over. It doesn't tell you how many images it would have room for, so you just have to guess. Finally, remote capture is problematic. When you enable the live view, the connection with the camera prioritizes keeping the viewfinder up to date over taking a picture, so the shutter lag between photos is much longer than when taking pictures directly. This is pretty crappy when you're trying to take a group shot with yourself in it using your mobile phone, which is exactly the kind of situation where you'd want to rapidly take a lot of pictures to increase the odds of getting one where everyone's eyes are open at the same time.,The WiFi connection sometimes stutters, and it would be nice if the camera would let me pick what wifi channel to use, or if it could join my home WiFi network instead of having to do a ad hoc network between the camera and my iPhone, at least for remote shots taken at home.,• Microphone jack and USB-C port interfere with each other,If you use an external mic for video (you should) you'll have to disconnect it every time you connect the camera to USB-C. The connectors are spaced just slightly too close to each other to both be plugged into the camera at once. It would be sweet if they add a mic connector to the hot shoe for their own mic, so users don't need to have the camera door permanently open, deal with dangly cables, and the eventual inevitable failure of the minijack port plugging the cable in and out a lot.,• Q button,Okay, this one you will find in other reviews, but it's worth echoing here. It is very easy to accidentally hit the Q menu button. Not a problem for me, the primary operator of the camera, because I can slowly learn not to put my thumb there. The real problem here is that 9 out of 10 times when I hand the camera – in Auto mode – to someone else to take a picture, they will hit the Q menu and will get confused. There's now a firmware update that lets you remap this button and makes it slower to respond, so this should be somewhat improved.","June 22, 2019",4.0 out of 5 stars,Dirk Stoop
"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","As a dedicated Fuji user I was curious about the improved autofocus vs. the past generations.  Believe the hype.  Set up the camera yesterday.  Slapped on my favorite XF lens - the 35 1.4.  Super snappy performance with the rendering that this particular lens is known for.,Took a short walk today with the 100-400 lens.  After a little cursing and disappointment at the tracking - the focus box was all over the place I realized that it was user error.,I had touch screen autofocus enabled and my nose was moving the box around.  Doh! 😂,Turned off the touchscreen AF and a tern flew by.  Boom!  Nailed it.  A duck flying by very quickly skimming the water over Lake Washington.  All 5 images were sharp.,I’m impressed.  The Charcoal Silver is very attractive and the AF is excellent.  Haven’t tried the Eye Recognition yet but that isn’t a top priority for me.,I miss the D pad but it isn’t a dealbreaker.  Having a hotshoe mounted thumb rest is a must on all the small XTs and helps to avoid the issues some are reporting with inadvertent Q button activation.,Worthwhile upgrade in my opinion.","June 29, 2019",5.0 out of 5 stars,jc
"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","I own the A7iii as my ""big"" camera. It's so great but its heavy and large. The X-T30 is tiny! I purchased it with the 23mm F1.4. Makes for the perfect go to camera for daily carry. My Sony will always go on vacation with me but this little Fuji will go everywhere else. Having the same sensor/processor as the X-T3 is killer in a body this small. Fuji color/style comes through so well. I would recommend a grip as the body is a little awkward to hold due to its small proportions. Build in flash isn't the best but having it on the body at all times is so helpful in a pinch. ""Auto"" mode is pretty much terrible but you don't buy a Fuji for auto mode. Fuji lenses are cheaper than Sony's and are easily just as good. Make for a perfect Camera! Highly Recommend to anyone wanting Tiny and Mighty!","June 25, 2019",5.0 out of 5 stars,Jonah Willis
"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","After being hard set for so long on getting a Sony a6300/6400, I came across the X-T30 and decided to go for it based on how similar it was to the Sony specs-wise, as well as the Fuji having better professional reviews and a better kit lens (Sony's kits lenses are generally considered sub-par).,Also, Fuji having such a long history of great cameras..not to mention the great classic look of the X series, did me in.,I mostly got it for landscape and city/street photography, but also have hopes of doing astrophotography eventually with some 3rd party prime lenses (Fuji's primes are a bit out of my budget currently). Besides the lower price, I also selected it over it's big brother, the X-T3, because of its more compact size and lighter weight. But besides those things and a few minor feature limits, it is essentially the same camera for a few hundred $ less.,I will update soon with more thoughts and some photos..","June 23, 2019",5.0 out of 5 stars,Bizzlllllle
"AbergBest 21 Mega Pixels 2.7"" LCD Rechargeable HD Digital Camera,Video camera Digital Students cameras,Indoor Outdoor for Adult/Seniors/Kids (Black)",This camera is small and cute.  It is very easy to set up and use.  The picture quality is really good.  I just love how small it is cause I can just put it in my pocket and take it anywhere with me.  This camera came with 2 Li-ion Batteries and these are rechargeable.  It also comes with a charging cord that you can plug into your computer.  Batteries do last for quite a while before needing to be recharged.  For the price you get a really neat little camera.  The instruction manual is easy to use once I used a magnifying glass.  The print is very small and I am very old.,"December 24, 2018",5.0 out of 5 stars,Christy Ford
"AbergBest 21 Mega Pixels 2.7"" LCD Rechargeable HD Digital Camera,Video camera Digital Students cameras,Indoor Outdoor for Adult/Seniors/Kids (Black)","I bought this low-cost camera for my husband who is not at all tech savvy. I needed something simple for him and this fits the bill. I was really surprised by the quality of the pictures. They are, in fact, quite good. Sure, it doesn't have all the bells and whistles of the expensive cameras, but it is great for a beginner or for a child's first camera.","July 9, 2018",5.0 out of 5 stars,Joyce V
