date,product,review,score,user
"December 23, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"This was a gift for some one who thought they might like to get into photography but doesn��셳 understand terms like focus.,I think this will be a good camera for a beginner as it allows you to change picture pixel, flash and focus while looking, but has a feature where it tells you the photos info so you can understand.,Usually a Nikon fan but same price range you can��셳 get wifi enabled- this has WiFi - and it works well!",4.0,Jackie
"December 23, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"It��셲 very flash and handles well.,Night mode is fairly good- husky photo was low flash.",4.0,Jackie
"December 31, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"I was too quick.,Week after week I started to notice that the burst speed was too darn slow.,If a subject moves or twitches even the sflashest bit, there is a blur.,Canon support, to their credit, is quick to respond, but the suggestions they offer do not work.,There is no setting that seems to impact the burst speed (even the ISO setting.)",2.0,Steplander
"December 31, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"It seems the burst opens for almost a half to 3/4 of a second.,The only pictures that come out decent are ones taken indoors with the flash.,But using bright, available flash or exterior bright flash yields way too much burst blur.,I bought this camera to show my daughter how a real camera compared to her phone camera.,I lost that argument.",2.0,Steplander
"December 31, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),Despite the high pixel feature and big lens... the pictures are really poor.,2.0,Steplander
"December 31, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"Grainy and blurry.,They other problem is the camera can't focus when fully opticaled in.",2.0,Steplander
"December 31, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),Try to take a picture of a distant object and adjust thefocus while opticaled in; Blur.,2.0,Steplander
"May 30, 2016",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),It's flash.,5.0,Los Angeles Reader
"May 30, 2016",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"Its battery holds an extended charge for many photos.,I bought a couple of backup battery and a backup charger to have on hand.",5.0,Los Angeles Reader
"November 8, 2016",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"Very hard to control optical,need a stand to steady the shot.",4.0,Alvanet
"August 10, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"Pictures transfer painlessly to my pad or the photo printer.,The long optical makes the SX420 a great kayaking camera.",5.0,Cheri W
"March 20, 2018",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"Very cute and small, flash weigt camera.",4.0,Youngsoo Kim
"May 31, 2016",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),It is pretty much point & shoot with a  short telephoto lens.,4.0,Letjimdoit
"June 8, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"혻I never think I need a camcorder because my kids are always using my iPhone to take footage; however, during 3-day camping, I found my iPhone doesn't have enough space to save videos and is not able to use additional memory card.",5.0,Charles Watson
"June 8, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"great reaction under strong sun flash,4.",5.0,Charles Watson
"June 8, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"flash weigh and packet size.,5.",5.0,Charles Watson
"June 8, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"LCD pixel is too low,3.",5.0,Charles Watson
"June 8, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"focus mode doesn't provide indication on LCD.,4.",5.0,Charles Watson
"June 8, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"(my dash cams have this function),5. no lens cap...,bottom line, I might not regret to buy my kids this camcorder and time will see.",5.0,Charles Watson
"May 28, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,You can leave the camera on standby mode and activate it by opening the viewLCD (which is adjustable).,5.0,levon sargsyan
"May 28, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"The camera can go up to 24 Megapixels, so the camera is very sharp, and it can film in full 1080p.",5.0,levon sargsyan
"May 28, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"It's small and portable, but strong and batteryful.",5.0,levon sargsyan
"April 21, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,Picture quality is nice with 1080P pixel and sound very clear.,5.0,Rajesh Gupta
"May 29, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,The camera is flashweight and sturdy.,5.0,Mohammed Wafeeq Al-Rawi
"May 29, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"It was great to see that the camera comes full of accessories: USB cable, video cables, charger, 2 battery and neat little case.",5.0,Mohammed Wafeeq Al-Rawi
"July 2, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"and comes with everything a simple person like me would need accessory-wise.,Pros:,* Super easy and fast to use - turn it on, fast startup, start taking pictures or videos,* Comes with all the right accessories:  2x battery, case, cables,* Connectivity:  easy to connect camera to TV to show off pictures and videos,* Portability:  Camera and accessories are small enough to pack into a purse.",5.0,Nick
"July 2, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"The battery charger is portable and folds into a small size,* Quality:  No pixelated images or videos,  I��셫 using the high framerate (60fps) and is super smooth,Cons:,* Zoom:  opticaling in and out is choppy and not smooth like a mechanical optical.",5.0,Nick
"July 2, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"I don��셳 use optical much anyways,* Lighting changes:  Camera seems to take a quarter-second or so to adjust to flashing conditions (e.g.",5.0,Nick
"April 9, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"I consider myself an passionate amateur about recording and for me this video camera is a great start.,It is easy to carry and the most important thing is easy to use.,After trying it over the weekend, I definitely know that now I will use it a lot to record videos for my YouTube channel, since I am deflashed with the quality and pixel of the video.",5.0,jean Aguilar b
"April 8, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,I chose this recorder due to its 4K pixel as well as the separate microphone.,5.0,TJ Fry
"April 8, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,Having two battery is nice too.,5.0,TJ Fry
"July 17, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"The picture and sound quality are vastly inferior to that of an average smart phone, even though it boasts 24 pixels.",2.0,mczepi
"July 17, 2019",Video Camera Camcorder FamBrow Digital YouTube Vlogging Camera Recorder Full HD 1080P 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder with 2 Batteries,"The videos are grainy, shakey, and the optical feature is so jumpy it would be embarrassing to use this feature even in an amateur production.",2.0,mczepi
"July 9, 2019",Waterproof Camera Full HD 1080P Underwater Camera 24 MP Video Recorder Selfie Dual Screen DV Recording Waterproof Digital Camera for Snorkeling,"I love the budget price, easy for kids to use, front facing camera for selfies and video, flashweight, great color, lots of setting, optical works well.",5.0,quinntimothy
"July 9, 2019",Waterproof Camera Full HD 1080P Underwater Camera 24 MP Video Recorder Selfie Dual Screen DV Recording Waterproof Digital Camera for Snorkeling,"I did not like that the battery compartment was a bit hard for me to open, had to buy a separate micro SD card, no carry strap, and most of all the microphone is not that great and no way to attach an external mike for videos.",5.0,quinntimothy
"July 31, 2019",Waterproof Camera Full HD 1080P Underwater Camera 24 MP Video Recorder Selfie Dual Screen DV Recording Waterproof Digital Camera for Snorkeling,It is very flashweight which is perfect for my little guy and I don't have to worry about it banging around too much.,5.0,Kenny K
"July 22, 2019",Waterproof Camera Full HD 1080P Underwater Camera 24 MP Video Recorder Selfie Dual Screen DV Recording Waterproof Digital Camera for Snorkeling,"Really happy with the performance of this, Yes you get what you pay for, and battery life and sound quality are not as good as the top of the range, but thats easy to work around and the images are good quality.",5.0,Amazon Customer
"July 10, 2019",Waterproof Camera Full HD 1080P Underwater Camera 24 MP Video Recorder Selfie Dual Screen DV Recording Waterproof Digital Camera for Snorkeling,received this bundle about a month ago but have not flown it yet due to the bad weather up here in PA. Everything looks good except for the flash kit connectors.,5.0,dianabrown
"July 10, 2019",Waterproof Camera Full HD 1080P Underwater Camera 24 MP Video Recorder Selfie Dual Screen DV Recording Waterproof Digital Camera for Snorkeling,"they are very very thin and broke off both sets trying to set up the flashs, the company was very helpful when I had a question about hook up.",5.0,dianabrown
"July 10, 2019",Waterproof Camera Full HD 1080P Underwater Camera 24 MP Video Recorder Selfie Dual Screen DV Recording Waterproof Digital Camera for Snorkeling,will make my final review after the maiden fflash......well the maiden fflash went extremely well.,5.0,dianabrown
"July 28, 2019",Waterproof Camera Full HD 1080P Underwater Camera 24 MP Video Recorder Selfie Dual Screen DV Recording Waterproof Digital Camera for Snorkeling,Then I pulled out the little instruction focus.,5.0,AZ
"July 28, 2019",Waterproof Camera Full HD 1080P Underwater Camera 24 MP Video Recorder Selfie Dual Screen DV Recording Waterproof Digital Camera for Snorkeling,The camera is surprising flash weight.,5.0,AZ
"June 2, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,The optical on this camera is like nothing I've ever seen.,5.0,Binh
"June 2, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,"I've taken shots from miles away and opticaled in so close you would think I was about 20 feet away.,While this camera does have a lot of features, some of them are pretty complex and difficult to understand.",5.0,Binh
"June 2, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,I recommend reading the focus online in order to get a full understanding as the included focus is only useful for getting started.,5.0,Binh
"May 28, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,"It got flip out LCD, good for YouTuber/vlogger.",5.0,Peter ear
"May 23, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,"It��셲 not as heavy as I anticipated but the price tag wasn��셳 as heavy either... It��셲 simple to use and he set it up right away without even looking at the focus, kids these days...",5.0,A.R.
"May 28, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,The LCD flips easily in and out.,5.0,Mallory Allen
"May 28, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,The lens options are nice as well.,5.0,Mallory Allen
"May 28, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,I like that it came with a velvet carrying case for the extra lens when not in use.,5.0,Mallory Allen
"May 28, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,"Some cameras have some internal memory to store pictures, but this camera does not.",5.0,Mallory Allen
"May 7, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,"The battery have decent life, again it's simple.",5.0,July D.
"April 6, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,"I love take pictures when t went to the travel .easy to carry for travel abroad ,it doesn��셳 have many buttons ,it is easy to use, the quality is great and also the camera come with two battery,that��셲  great.",5.0,Ben Lee
"April 6, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,the battery can use for long hours .,5.0,Ben Lee
"April 12, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,"It comes with two travel bags, one for camera and the other one for wide angel lens.",5.0,Maggie C.
"April 12, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,No worries about running out of barriers since there are two battery with it.,5.0,Maggie C.
"April 12, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,"With the lens lens you can get more in the photo, which is great!",5.0,Maggie C.
"April 2, 2019",Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,I like it to be small and flash weight.,5.0,Candice
"March 14, 2018",Sony DSCW800/B 20.1 MP Digital Camera (Black),"I  got tired of taking photos with my phone , i wanted a real camera , that had a real optical .",5.0,Amazon Customer
"September 28, 2017",Sony DSCW800/B 20.1 MP Digital Camera (Black),Same flashing,5.0,Danielle G.
"May 15, 2018",Sony DSCW800/B 20.1 MP Digital Camera (Black),When I broke the LCD on the last model (totally my fault) I was confident that Sony was the way to go.,2.0,Katie
"May 15, 2018",Sony DSCW800/B 20.1 MP Digital Camera (Black),I hate trying to get a picture and by the time the camera focuses and shoots the subjects (usually kids or animals) have already lost patience.,2.0,Katie
"May 15, 2018",Sony DSCW800/B 20.1 MP Digital Camera (Black),This camera is way too slow; after every picture there was about a 3-4 second delay when the LCD went blank.,2.0,Katie
"May 15, 2018",Sony DSCW800/B 20.1 MP Digital Camera (Black),"For those who care, this camera felt flimsy, my other Sony was flashweight but had a solid metal casing.",2.0,Katie
"January 2, 2018",Sony DSCW800/B 20.1 MP Digital Camera (Black),I have to hold it very steady and even then the burst speed seems too slow as I have a lot of blurred pics.,3.0,AKM
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),I am an amateur photographer and own three DSLR cameras with a selection of lenses.,5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"Yet, this is still a snap shot device with a relatively low price tag and therefore  a DSLR level quality (like background blurring, high burst speed, high level of low flash performance etc.",5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"I keep it in my car and I don't want to run out of battery any time or go through the hassle of removing the battery and charging it separately ,which requires carrying the charging adapter all the time and also the ability to plug in that adapter.",5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"If you need a replacement or an extra you need to buy a USB-UC E6 cable.,-Easy menu mode: Practicality should be the main focus in a snapshot device and even my grandfather could get through this menu.",5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"This function does it instantly and produces comparable quality photos.,-5X optical optical: When it comes to opticaling, in photographic terms, the less is often more.",5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),The best lenses even come with no optical at all.,5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"However for a practical item like this, optical is essential and 5X is a good range for the optical optical (it is also critical that you compare the optical optical capacities of devices and not the optical before making a judgement.",5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"),-Image quality: As I said above, it does not match the quality of a DSLR and I don't care about the high pixel size either.",5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"For cameras with small sensor sizes like snapshots, it is actually better to get a low MP device for sharper images, but this one not bad at all especially in dayflash.",5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"HD Video quality is also good but again depends on the flash...,-Price: the $78 price tag as of august 2014 makes it one of the most affordable snapshot cameras in the market.",5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"You can get better deals from time to time but this is quite appealing too.,Cons:,-Low flash performance: Again, I want to stress that I am not expecting professional quality from this device, but I found the low flash performance moderate at best.",5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"The noise was somewhat irritating even with flash.,-Slow burst speed: It has a burst shooting mode which is supposed to take multiple frames in a short time as long as the burst button is depressed.",5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"So if you wish to take a photo of a flying bird or a running person or a passing by car, you don't have much choice to take multiple photos and decide later.,-Zoom buttons: I like the optical to be a ring style beneath the burst button but this is like a plus and minus at the back which is not very convenient.,-No optical viewfinder: This is not a problem for this model only.",5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),Most recent cameras sacrifice from an optical viewfinder and all you get is a digital image on the LCD to help you adjust your photo before taking it.,5.0,Muttley
"August 28, 2014",Sony DSCW800/B 20.1 MP Digital Camera (Black),"First of all it does not give the sense of taking a photo but more importantly digital LCD viewfinder drains battery and also performs bad in bright flash.,-Video focusing sound: While recording video of a closely located object (where there is a constant need to re-adjust autofocusing) and if the surrounding is silent, you can hear the sound of focus adjustments in your recording.",5.0,Muttley
"May 17, 2018",Sony DSCW800/B 20.1 MP Digital Camera (Black),"!,it doesn't adjust to low flashing well, the pictures came out blurry, it took a while for it to capture an image, so you can imagine how difficult it was to try to take good pictures of our infant twins.. we are returning it and looking for something better.,it is also EXTREMELY flashweight, to the point of feeling cheesy.. the LCD is extremely small to begin with, just an overall awful camera.",1.0,Christine Rosson
"February 26, 2019","Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)","In comparfocusn, this monitor far surpasses the others we have owned.",5.0,AA
"February 26, 2019","Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)",2) The LCD doesn't come on unless you want it to!,5.0,AA
"February 26, 2019","Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)",You can black out the LCD but still hear your little one.,5.0,AA
"February 26, 2019","Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)","With the others we have owned, if it was just getting dark outside, the LCD would be black and fuzzy and you couldn't see anything.",5.0,AA
"February 26, 2019","Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)",You must focusly move it.,5.0,AA
"September 3, 2018","Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)",The display is good and I love that the optical feature allows for panning so I can see her face when I optical.,4.0,Kelli Parker
"September 3, 2018","Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)",Good battery life.,4.0,Kelli Parker
"September 3, 2018","Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)",Only issue I��셶e had is sometimes the LCD will randomly go super bright then dim and then bright.,4.0,Kelli Parker
"December 13, 2018","Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)",The battery life on this is amazing and the picture quality is way better than our previous one.,5.0,Aiviloparml
"January 5, 2019","Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)","Today is my first day using this for my newborn and the camera is constantly refocusing, beeping, and losing the connection.",1.0,Daisha
"January 17, 2019","Video Baby Monitor with Digital Camera, ANMEATE Digital 2.4Ghz Wireless Video Monitor with Temperature Monitor, 960ft Transmission Range, 2-Way Talk, Night Vision, High Capacity Battery (sm24)","We had no issues with picture, range or battery life.",4.0,Liz
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","Arguably the Sony A6400, which is the closest direct competitor, has sflashly better autofocus and a more versatile front-facing flip LCD, but if you like some of the Fuji-distinctive professional features like focus control dials, film simulation modes, and clean output of 10-bit 4:2:2 over HDMI, you can stop looking right now and just buy the X-T30.,Is the X-T30 good enough to tempt you from your current system of lenses to the Fuji ecosystem?",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","Getting the X-T20 in late 2017 and using it for a few months led me to sell my 2 Canon bodies, 2 flashes, and 6 lenses because I realized Canon would never give me un-cropped 4K video at a great price.",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","This is the same sensor size as the entire X-mount lineup, and some sites claim that the detailed studio low-flash noise tests show sflashly worse on this model than its 24-MP predecessors, but in the real world I have found that the performance is superb.",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","When paired with one of Fuji��셲 well-built X-mount lenses, the still images will hold up well to any DSLR under 30MP (and the video looks as good as any 4K camera PERIOD, matching units costing 3x-5x as much!).",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","Check out the various demos online of the video quality, especially if you can download the original file and not rely on overly-compressioned uploads like the ones you'll see here or on a video sharing site.,�뼳 Convenient HANDLING and extreme PORTABILITY: you can buy this camera and a Fuji pancake lens for portability that rivals a large smartphone (albeit too thick for most pockets), but with focus controls readily available at your fingertips that bring back the joy of photography.",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","Ultimately I prefer the X-T3 with a battery grip because my hands are pretty big, but the X-T30 feels plenty secure when I use a hand strap to attach it to my right wrist.,�뼳 Super fast, accurate, predictive AUTOFOCUSING in stills and videos (even beating the X-T3 until the T3 gets an update).",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","I'm not a bursts photographer, but I do have kids that dart around, so the X-T30 is a big improvement over the X-T20 and I'm eagerly awaiting the new firmware for the X-T3.,�뼳 Absurdly fast CONTINUOUS STILL SHOOTING, up to 30 FPS or 20 FPS with no crop; the buffer will fill up ridiculously fast, but it��셲 nice to know this is available, especially if you have a fast SD card that can drain the image buffer quickly.",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","The Panasonic GH5 really changed the landscape when it launched 2 years ago, and the X-T3/X-T30 have continued that trend at even lower price points (with larger sensors that do better still images).,FEATURES THAT I DISLIKE OR ARE JUST MISSING,========================================,�뼳 Where is the flippy LCD!?!?",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","The size and weight of this camera would be perfect for blogging, but you can��셳 see yourself because the LCD only tilts and never flips up to face the front.",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","The autofocus on the X-T30 is great at holding your face, fortunately, but it��셲 still unnerving to not see anything when the camera is pointed toward you.",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","My cheap workaround is to use my phone (strapped to a Gorillapod leg) as a Wi-Fi live view, but there's a small delay and it's hard to tell focus accuracy.,�뼳 Only one card slot.",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","I get that this non-standard small mic port doubles as a remote release, but Fuji please just throw an IR port burst release on the front and call it a day.",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","Maybe include a nice adapter in the box?,�뼳 No battery grip option.",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","Even my old/cheap Rebel cameras had support for a battery grip, and this X-T30 is even smaller than those, so big hands may be really frustrated with the X-T30.",5.0,Steve M.
"March 26, 2019","Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","It's a great size for my 14-year-old.,�뼳 Battery life is barely adequate for Fuji-brand battery and terrible for other brands.",5.0,Steve M.
